Age,Gender,Country,IncomeUSD,YearsVaped,PodsPerWeek,NicotineStrength_mgml,PurchaseChannel,FlavourFamilies,SweetLike,MentholLike,NewFlavourFreq,SmartwatchDaily,MoodMatchInterest,BoredOfFlavoursPain,NicDependencePain,MoodFitPain,PreferredPackSize,MaxMonthlySpendUSD,SubscribeLikelihood
30,Male,US,2804,0.4,3.8,16.0,Vape lounge,"Menthol/Fresh,Fruity",3,5,3,0,4,3,1,2,3,42.91,8.0
37,Male,FR,3782,1.4,5.7,18.3,Online-direct,"Other,Menthol/Fresh",2,5,4,0,2,4,1,2,6,98.38,4.0
41,Female,AE,2234,2.8,4.7,16.5,Other,"Tobacco,Other",5,5,3,0,3,4,1,3,6,37.53,7.0
34,Male,PH,2928,0.5,1.0,8.1,Retail shop,Spice,5,5,4,1,4,3,1,2,3,43.06,6.0
30,Male,AU,3529,0.1,1.6,6.8,Online-direct,Tobacco,5,3,3,0,1,2,1,1,3,47.8,10.0
20,Female,CA,371,0.1,2.4,11.3,Online-direct,Tobacco,3,3,4,0,4,4,1,5,3,18.16,10.0
21,Non-binary/Other,DE,1617,0.9,2.1,8.1,Online-direct,"Menthol/Fresh,Dessert,Tobacco",5,5,5,1,4,5,1,2,3,35.87,9.0
28,Male,FR,2088,0.6,2.7,15.8,Online-direct,"Spice,Tobacco,Menthol/Fresh",3,4,4,0,5,4,2,5,3,37.85,7.0
25,Male,SG,1155,2.3,4.5,22.1,Friends,"Other,Beverage",3,5,4,1,5,3,1,3,6,33.06,10.0
29,Male,CA,2023,1.8,4.8,17.6,Online-direct,"Menthol/Fresh,Fruity",1,5,1,1,3,1,3,2,6,62.54,10.0
30,Female,IN,1730,1.2,2.0,2.9,Vape lounge,Spice,2,5,3,0,3,4,1,4,3,37.73,4.0
34,Female,CA,2071,5.4,9.3,16.1,Online-direct,Tobacco,5,4,2,1,3,3,2,2,10,63.25,8.0
29,Female,IN,1862,2.1,7.6,17.7,Online-direct,Fruity,4,3,3,1,4,4,2,4,10,54.73,8.0
34,Male,AU,3548,0.3,5.4,8.2,Online-direct,"Tobacco,Beverage",1,4,3,0,2,2,2,1,6,69.99,8.0
31,Male,PH,2479,1.1,3.2,13.4,Retail shop,Other,5,3,4,0,2,5,1,1,3,42.61,2.0
18,Male,AE,1367,10.9,14.9,27.2,Online-direct,"Dessert,Beverage",4,5,4,0,1,3,3,1,15+,81.3,4.0
22,Female,CA,1577,11.3,15.1,32.1,Online-direct,"Menthol/Fresh,Other",4,4,3,1,5,3,2,3,15+,84.28,4.0
29,Female,AU,1715,0.9,3.8,22.9,Online-direct,"Fruity,Other,Menthol/Fresh",4,5,4,0,2,4,2,1,3,35.85,3.0
20,Non-binary/Other,SG,785,0.5,3.8,7.8,Online-direct,"Spice,Menthol/Fresh,Other",1,5,1,1,4,1,2,5,3,15.04,8.0
35,Male,FR,2976,2.1,6.1,15.5,Online-direct,"Tobacco,Beverage,Other",3,2,5,1,5,4,1,5,6,64.23,9.0
42,Male,US,2334,2.0,6.3,15.8,Vape lounge,"Dessert,Spice",4,3,1,0,4,1,3,3,6,48.91,10.0
40,Male,GB,3518,1.6,3.4,9.8,Retail shop,"Tobacco,Menthol/Fresh",1,5,3,1,4,3,2,3,3,52.0,10.0
28,Female,AU,1145,2.3,6.4,16.9,Online-direct,"Tobacco,Fruity",1,5,5,0,4,5,1,5,6,41.81,5.0
42,Female,FR,2605,0.8,6.3,15.9,Online-direct,Spice,3,5,3,0,3,3,2,2,6,72.28,6.0
31,Male,IN,2194,0.4,4.7,17.8,Online-direct,Other,5,5,4,1,3,4,2,4,6,45.0,10.0
27,Male,AU,2126,2.5,7.8,24.6,Retail shop,"Menthol/Fresh,Beverage,Tobacco",3,5,3,0,3,2,2,1,10,59.87,8.0
25,Male,SG,1586,8.1,7.2,17.9,Vape lounge,"Menthol/Fresh,Spice",4,5,5,0,2,4,1,1,10,58.72,5.0
28,Male,AU,2776,0.4,4.3,11.8,Retail shop,Other,2,3,5,0,1,5,1,1,6,48.63,3.0
27,Female,AE,1952,3.7,7.1,12.0,Retail shop,Fruity,5,3,5,0,4,5,1,2,10,85.27,4.0
31,Male,IN,2536,1.7,6.2,26.4,Online-direct,Fruity,3,4,2,0,4,2,4,2,6,53.28,8.0
31,Female,CA,2291,1.0,2.3,16.8,Other,Spice,1,2,2,0,1,1,2,1,3,29.85,9.0
30,Male,DE,1994,5.8,8.0,20.0,Online-direct,"Spice,Tobacco,Menthol/Fresh",3,5,4,0,5,4,2,4,10,79.89,10.0
33,Female,US,1981,1.8,6.2,15.4,Vape lounge,"Beverage,Spice",2,4,5,0,2,5,1,1,6,46.14,5.0
40,Male,CA,2651,2.6,4.0,22.1,Online-direct,Spice,2,5,3,0,4,2,3,3,3,55.95,7.0
38,Female,GB,2488,1.8,5.2,14.4,Online-direct,Dessert,5,3,3,1,5,4,2,5,6,57.64,10.0
18,Male,AU,2173,0.3,3.3,4.7,Online-direct,"Fruity,Dessert,Beverage",4,4,5,0,3,5,1,4,3,27.87,6.0
18,Male,PH,1147,2.7,5.4,16.7,Online-direct,"Spice,Tobacco,Fruity",2,5,4,0,2,4,2,1,6,47.62,1.0
37,Male,AU,2544,1.6,5.5,9.4,Online-direct,Dessert,5,3,4,0,3,4,2,4,6,77.19,6.0
19,Male,IN,1535,0.3,1.6,12.9,Online-direct,"Fruity,Dessert",4,4,2,0,2,2,2,3,3,49.76,5.0
28,Male,AE,2267,2.7,4.5,21.2,Retail shop,"Other,Spice,Menthol/Fresh",2,5,3,0,3,3,1,4,6,35.69,5.0
21,Male,AU,1464,0.1,2.9,4.5,Retail shop,"Menthol/Fresh,Tobacco",3,4,4,1,5,3,1,4,3,36.62,8.0
18,Non-binary/Other,GB,2041,0.7,1.9,7.4,Online-direct,"Beverage,Fruity",1,2,4,0,5,3,2,5,3,43.69,9.0
34,Male,SG,2098,4.6,9.4,23.7,Online-direct,"Beverage,Dessert",5,4,3,0,4,4,2,3,10,91.19,8.0
36,Female,AU,3067,0.1,1.9,9.4,Retail shop,Spice,3,3,3,0,1,3,1,1,3,76.85,2.0
25,Prefer not to say,CA,777,3.1,7.3,19.4,Online-direct,Tobacco,1,3,3,0,5,2,1,5,10,66.57,10.0
18,Male,DE,1622,9.0,10.7,22.8,Online-direct,"Menthol/Fresh,Other",2,5,3,0,5,2,3,3,10,72.05,10.0
26,Female,PH,981,0.6,4.7,19.1,Other,"Tobacco,Fruity,Beverage",5,3,5,1,4,4,1,5,6,56.51,5.0
33,Male,GB,2263,1.6,2.2,9.0,Online-direct,"Dessert,Beverage",5,5,5,0,2,4,1,1,3,46.23,7.0
18,Male,GB,1177,2.6,7.7,4.9,Online-direct,Menthol/Fresh,3,4,2,0,4,3,1,4,10,74.41,6.0
31,Male,IN,1736,1.8,6.5,18.5,Retail shop,"Tobacco,Menthol/Fresh",3,5,3,0,4,2,1,4,6,51.88,8.0
30,Female,GB,2325,2.9,5.1,7.3,Vape lounge,"Spice,Menthol/Fresh",3,5,4,1,4,4,1,2,6,49.48,2.0
35,Male,PH,1808,1.6,3.4,18.1,Online-direct,Dessert,4,2,3,0,4,4,2,3,3,59.1,7.0
31,Male,CA,1458,0.5,4.2,14.0,Retail shop,Fruity,4,3,3,1,3,2,1,4,6,49.07,8.0
22,Male,DE,1793,0.3,1.0,9.5,Online-direct,"Fruity,Spice",3,5,4,1,3,3,2,2,3,30.19,5.0
40,Female,FR,3366,4.1,7.2,20.7,Online-direct,Dessert,5,4,4,1,5,4,3,5,10,86.04,10.0
29,Male,AU,1770,0.8,2.6,3.9,Online-direct,Tobacco,3,3,4,0,4,5,1,5,3,32.81,5.0
30,Female,GB,2940,5.6,8.2,17.2,Online-direct,Beverage,1,3,2,1,4,1,3,4,10,104.61,9.0
23,Female,SG,827,4.1,6.1,18.3,Online-direct,"Tobacco,Beverage",5,3,4,1,4,5,3,3,6,33.29,5.0
26,Female,AE,1906,0.2,2.0,13.3,Online-direct,"Fruity,Menthol/Fresh",3,5,4,1,4,5,2,2,3,31.99,7.0
23,Female,SG,1890,0.7,6.3,13.9,Vape lounge,"Other,Menthol/Fresh",1,4,3,0,2,3,2,3,6,56.36,5.0
29,Female,CA,2108,1.0,5.2,12.8,Online-direct,Spice,2,3,2,1,5,3,2,3,6,51.35,5.0
44,Male,FR,2584,2.7,3.5,21.2,Online-direct,Tobacco,3,1,2,1,3,1,3,3,3,54.99,9.0
19,Male,IN,1309,5.0,6.7,21.3,Online-direct,Dessert,5,3,4,1,4,4,2,2,6,66.44,0.0
18,Male,CA,495,0.2,4.5,11.2,Retail shop,Beverage,3,2,2,0,2,2,1,1,6,45.73,8.0
42,Male,SG,3334,0.9,5.4,22.1,Retail shop,Menthol/Fresh,5,5,3,0,3,2,1,4,6,66.76,5.0
28,Male,PH,1556,1.4,2.3,16.1,Retail shop,Spice,3,3,3,0,3,4,2,3,3,34.12,7.0
25,Male,AU,1781,0.6,4.6,17.0,Online-direct,"Tobacco,Dessert",4,4,4,0,2,4,1,3,6,32.75,4.0
38,Male,CA,2513,2.4,5.8,18.4,Online-direct,"Fruity,Dessert",4,3,3,0,1,4,1,1,6,59.88,5.0
25,Non-binary/Other,US,1195,2.0,2.1,6.4,Retail shop,Other,5,4,3,1,5,2,1,5,3,19.27,10.0
45,Male,AU,4173,1.1,3.5,21.0,Retail shop,Fruity,5,3,3,0,3,3,2,4,3,60.87,6.0
35,Female,US,1971,2.2,5.0,19.8,Online-direct,Tobacco,2,5,2,1,4,1,1,2,6,31.72,10.0
26,Male,GB,1355,1.3,4.4,15.6,Online-direct,Dessert,4,3,4,0,3,3,1,3,6,31.77,6.0
47,Female,AE,4017,1.3,2.3,13.5,Vape lounge,Spice,5,5,4,0,3,4,1,1,3,54.35,4.0
25,Female,CA,2278,0.9,2.8,12.3,Online-direct,Tobacco,2,3,4,0,1,4,1,1,3,41.98,5.0
36,Male,AU,2049,2.3,4.4,11.6,Vape lounge,"Fruity,Spice",2,4,2,0,5,1,1,5,6,47.07,10.0
32,Male,IN,2558,1.8,4.0,16.7,Online-direct,"Other,Menthol/Fresh,Spice",5,5,4,1,5,4,3,3,3,54.53,9.0
40,Male,US,2917,0.7,2.9,8.9,Online-direct,"Spice,Fruity",5,3,3,0,3,2,1,1,3,36.31,9.0
42,Male,DE,2850,0.1,2.9,13.7,Online-direct,Beverage,3,5,3,1,5,3,1,5,3,62.08,10.0
30,Female,SG,1972,0.5,4.0,14.5,Online-direct,"Beverage,Menthol/Fresh",2,4,2,0,3,2,1,3,3,45.55,7.0
24,Female,AU,2352,0.1,5.8,17.7,Retail shop,"Menthol/Fresh,Dessert",5,5,5,0,3,4,3,4,6,62.35,5.0
34,Male,AE,3371,1.7,6.0,20.7,Retail shop,"Spice,Other,Dessert",5,3,5,0,3,5,3,3,6,62.33,4.0
25,Male,CA,2760,0.8,5.8,17.8,Online-direct,Other,3,3,3,0,2,3,2,2,6,62.24,3.0
46,Male,AU,3165,1.6,3.9,17.4,Online-direct,"Menthol/Fresh,Beverage",3,5,5,0,4,5,2,5,3,44.74,7.0
31,Male,CA,2030,1.2,2.7,3.0,Online-direct,Dessert,5,2,3,1,4,3,1,3,3,57.49,8.0
27,Female,PH,1571,2.3,6.5,18.8,Friends,"Fruity,Dessert",4,4,4,0,5,5,1,4,6,53.33,5.0
31,Male,US,2549,3.9,6.9,17.3,Online-direct,Other,3,2,4,1,3,5,1,1,6,56.65,3.0
19,Male,AU,1924,2.0,6.1,18.0,Online-direct,Dessert,5,5,4,1,4,3,2,2,6,41.87,8.0
22,Male,AU,2137,0.2,1.9,9.3,Online-direct,"Dessert,Tobacco,Fruity",5,3,2,1,4,2,1,2,3,50.91,8.0
40,Male,AE,2005,0.1,4.1,19.9,Retail shop,"Menthol/Fresh,Beverage",4,5,3,0,3,4,2,4,6,56.99,5.0
25,Female,AE,2205,0.7,3.4,14.7,Vape lounge,"Beverage,Menthol/Fresh,Tobacco",4,4,4,1,4,5,1,3,3,40.74,6.0
22,Male,SG,989,1.7,4.0,10.3,Online-direct,"Other,Beverage",4,1,4,0,2,5,1,1,3,31.72,0.0
34,Non-binary/Other,IN,1616,0.1,2.5,9.7,Online-direct,"Dessert,Beverage",5,2,3,1,5,2,1,5,3,24.87,8.0
39,Female,CA,2711,1.2,4.9,19.4,Online-direct,"Fruity,Other",2,4,4,0,3,5,1,1,6,52.88,3.0
36,Male,FR,2169,6.5,10.7,20.3,Online-direct,"Menthol/Fresh,Tobacco",5,5,3,0,1,3,3,1,10,67.39,7.0
38,Male,SG,2337,0.3,2.8,12.8,Online-direct,"Spice,Other",4,3,3,0,4,2,2,3,3,41.61,7.0
24,Female,AE,2175,8.9,12.4,21.4,Online-direct,Tobacco,4,5,2,0,5,1,2,4,15+,99.76,10.0
19,Female,FR,1071,5.8,9.3,24.4,Vape lounge,Beverage,4,2,3,0,1,2,3,1,10,56.18,6.0
42,Female,GB,2929,5.3,9.4,21.8,Vape lounge,Tobacco,3,3,4,1,5,4,1,5,10,82.87,7.0
27,Male,FR,1286,6.0,10.5,14.6,Vape lounge,Other,3,4,5,0,3,4,2,4,10,72.64,4.0
28,Prefer not to say,US,1430,0.3,6.0,11.1,Retail shop,"Tobacco,Beverage",3,1,4,1,3,4,2,2,6,45.91,1.0
41,Male,AU,2106,0.5,2.8,12.8,Online-direct,"Fruity,Dessert",5,2,4,0,3,5,1,4,3,40.93,7.0
34,Female,AE,2027,0.4,5.6,12.4,Online-direct,Menthol/Fresh,3,5,3,1,5,2,1,3,6,53.27,10.0
34,Female,AU,3364,0.4,3.6,2.8,Retail shop,"Spice,Fruity",4,5,3,0,2,2,1,1,3,45.1,6.0
47,Male,SG,3083,1.2,2.6,8.9,Retail shop,Tobacco,4,3,3,1,5,3,1,3,3,63.4,8.0
25,Female,PH,1821,5.3,7.3,15.9,Retail shop,"Tobacco,Spice",5,2,4,1,4,5,1,4,10,76.44,1.0
37,Male,AE,3605,0.9,4.6,12.6,Retail shop,"Beverage,Menthol/Fresh",4,5,1,0,3,1,1,2,6,75.64,10.0
30,Non-binary/Other,AE,1563,0.8,4.9,18.5,Friends,"Dessert,Beverage",5,3,2,1,4,1,1,2,6,60.95,9.0
32,Male,DE,2243,3.4,4.9,3.7,Retail shop,Spice,3,1,4,0,3,3,1,2,6,63.5,9.0
42,Non-binary/Other,AU,2947,0.3,2.2,8.3,Online-direct,"Beverage,Dessert",5,3,2,1,4,3,1,5,3,60.54,9.0
34,Male,AE,2085,1.3,3.5,17.5,Online-direct,"Other,Dessert",5,3,3,0,2,2,1,1,3,42.18,5.0
34,Female,PH,1898,1.1,2.8,9.5,Online-direct,"Tobacco,Beverage,Fruity",3,1,5,1,3,4,1,4,3,15.0,7.0
39,Male,PH,2289,5.6,5.8,9.7,Retail shop,"Other,Fruity",4,4,5,0,3,4,2,4,6,58.93,5.0
27,Male,US,1348,2.2,1.9,8.5,Online-direct,"Beverage,Dessert",5,3,2,1,3,3,1,1,3,38.3,7.0
23,Male,CA,1337,3.1,5.5,17.7,Online-direct,"Menthol/Fresh,Dessert,Spice",5,5,2,1,3,3,2,1,6,48.63,7.0
22,Female,AE,1491,0.4,3.8,12.5,Other,Menthol/Fresh,4,5,2,1,4,1,1,2,3,25.24,9.0
18,Male,PH,972,7.9,11.9,18.3,Online-direct,"Spice,Dessert",5,3,2,1,4,1,3,5,10,69.81,10.0
46,Male,PH,3596,1.2,2.2,14.6,Online-direct,Menthol/Fresh,2,5,3,0,3,4,1,3,3,72.95,5.0
21,Male,US,1163,3.7,4.7,16.6,Online-direct,"Beverage,Menthol/Fresh,Fruity",5,4,3,1,4,2,1,3,6,41.52,10.0
28,Non-binary/Other,DE,1947,9.3,11.5,15.2,Vape lounge,"Menthol/Fresh,Dessert",5,4,2,0,3,1,1,2,10,92.26,7.0
28,Male,CA,2117,2.1,5.1,15.6,Vape lounge,"Spice,Beverage",4,5,3,0,2,2,1,1,6,47.85,6.0
32,Male,IN,2809,2.1,6.6,10.1,Retail shop,Menthol/Fresh,3,4,4,1,4,4,1,4,6,62.07,9.0
37,Male,AE,2656,0.4,4.5,20.4,Online-direct,"Dessert,Spice",5,5,4,1,5,4,3,3,6,56.83,10.0
37,Male,IN,2357,1.5,3.9,20.1,Other,Menthol/Fresh,5,5,3,0,3,3,1,1,3,52.26,5.0
25,Male,IN,2015,5.7,9.2,17.8,Online-direct,"Beverage,Other",4,3,3,1,3,4,2,1,10,59.32,4.0
29,Male,SG,2534,0.4,2.1,17.4,Online-direct,Fruity,5,4,4,1,4,4,2,2,3,44.18,5.0
32,Female,DE,1622,7.5,10.6,16.8,Online-direct,Beverage,3,2,5,0,3,5,3,2,10,61.58,5.0
28,Female,SG,2305,3.3,6.2,15.5,Online-direct,Spice,5,4,3,0,5,4,1,4,6,50.03,8.0
43,Male,AU,2022,1.6,6.7,13.8,Online-direct,Dessert,5,4,3,0,4,2,1,2,6,57.19,10.0
34,Male,FR,2649,2.4,6.1,16.0,Friends,Beverage,3,1,4,1,3,4,3,3,6,78.26,4.0
36,Female,US,2460,0.5,2.3,12.6,Online-direct,Beverage,2,3,5,1,3,5,1,2,3,46.12,5.0
35,Male,PH,1476,0.7,2.6,12.6,Vape lounge,Dessert,5,5,5,0,2,5,2,3,3,29.27,3.0
39,Female,PH,2577,1.0,3.5,13.0,Retail shop,"Dessert,Spice,Beverage",4,5,3,0,1,3,1,1,3,46.63,4.0
31,Male,CA,3310,1.5,2.2,12.8,Online-direct,Spice,3,5,3,0,1,3,1,1,3,36.23,6.0
20,Male,DE,1736,7.4,10.1,26.4,Other,"Beverage,Menthol/Fresh",3,5,5,1,5,4,3,5,10,73.72,8.0
33,Male,PH,2930,1.4,4.2,4.1,Retail shop,Other,2,2,3,0,2,3,1,1,6,66.89,9.0
25,Female,SG,1009,2.2,5.9,25.5,Retail shop,"Beverage,Fruity,Spice",4,3,3,1,4,3,2,4,6,55.02,8.0
26,Male,FR,1998,0.5,4.4,12.6,Online-direct,"Fruity,Other",5,4,4,0,3,3,1,1,6,58.73,7.0
35,Male,SG,1487,4.0,7.1,16.7,Retail shop,"Spice,Beverage",2,3,4,0,5,4,3,3,10,59.91,10.0
40,Male,IN,3101,2.5,3.1,19.7,Online-direct,"Menthol/Fresh,Spice",3,5,5,0,4,5,3,3,3,45.41,7.0
30,Female,AU,2568,1.7,2.9,15.9,Online-direct,"Dessert,Beverage,Tobacco",5,5,4,0,5,5,3,3,3,46.77,5.0
32,Female,PH,2434,8.8,10.9,23.6,Online-direct,Beverage,3,4,3,1,3,3,1,2,10,96.45,8.0
44,Male,IN,3070,6.6,10.6,26.8,Online-direct,"Spice,Fruity",5,3,2,0,2,3,4,1,10,81.64,4.0
32,Male,PH,2270,3.2,7.1,16.3,Retail shop,"Tobacco,Spice",3,4,5,1,4,5,2,5,10,64.63,1.0
51,Female,AE,2418,7.6,10.2,24.8,Retail shop,"Beverage,Menthol/Fresh,Spice",5,4,3,1,4,4,3,3,10,60.44,9.0
35,Male,GB,1921,2.5,9.0,12.7,Online-direct,Tobacco,3,3,4,1,4,5,2,5,10,73.39,1.0
18,Male,US,1037,5.3,10.6,22.7,Retail shop,Dessert,4,4,4,1,4,3,2,5,10,63.56,4.0
36,Male,US,2195,1.6,6.5,19.3,Online-direct,"Other,Spice",4,4,4,0,4,3,3,5,6,54.72,6.0
33,Female,PH,2113,0.3,4.4,20.1,Online-direct,"Tobacco,Menthol/Fresh,Other",5,5,4,1,5,4,3,3,6,51.35,7.0
40,Male,FR,3353,15.4,19.1,32.6,Online-direct,Fruity,3,5,3,1,3,2,4,2,15+,105.46,8.0
35,Female,DE,3040,0.5,4.1,15.1,Retail shop,Spice,2,3,4,0,2,5,3,2,6,66.71,1.0
29,Male,CA,2098,0.9,1.2,9.6,Retail shop,Fruity,4,4,4,0,3,4,1,4,3,51.87,6.0
20,Male,FR,936,0.5,1.9,10.3,Online-direct,Dessert,4,5,4,1,3,5,1,3,3,39.84,7.0
28,Female,DE,2874,1.2,3.9,12.3,Online-direct,Tobacco,4,4,5,0,1,4,1,1,3,66.32,5.0
23,Male,FR,2000,1.0,4.2,7.7,Online-direct,"Tobacco,Other,Spice",3,3,4,0,5,3,2,5,6,60.71,9.0
25,Male,AE,1504,2.8,5.6,24.3,Retail shop,Dessert,5,2,3,0,2,4,3,3,6,56.28,5.0
35,Female,FR,2196,16.9,20.0,35.0,Friends,"Menthol/Fresh,Beverage",5,4,4,1,3,3,3,3,15+,99.59,8.0
43,Female,CA,2320,0.2,1.0,12.3,Retail shop,Dessert,4,2,3,0,3,2,2,4,3,42.85,7.0
33,Female,US,2808,4.5,8.3,22.4,Online-direct,"Menthol/Fresh,Spice",5,5,3,0,4,4,2,4,10,73.55,4.0
20,Non-binary/Other,FR,2150,0.4,3.5,17.3,Online-direct,"Menthol/Fresh,Spice",3,5,4,0,2,3,1,3,3,55.91,7.0
34,Female,SG,2562,0.1,2.8,7.8,Other,"Other,Menthol/Fresh",4,5,3,1,5,3,1,3,3,35.59,6.0
40,Male,DE,4571,3.1,7.5,20.7,Friends,"Tobacco,Dessert",4,2,1,0,3,1,1,3,10,115.7,10.0
25,Male,AU,842,6.2,7.6,23.9,Other,"Other,Menthol/Fresh,Beverage",2,5,3,0,3,3,3,3,10,69.46,4.0
29,Female,DE,1445,0.6,3.2,9.8,Retail shop,"Beverage,Fruity",4,4,2,1,3,1,2,1,3,37.49,8.0
30,Male,US,1931,1.3,4.7,7.0,Online-direct,"Menthol/Fresh,Dessert,Tobacco",5,5,4,1,5,3,1,5,6,60.58,8.0
24,Female,FR,3129,0.6,2.3,6.5,Vape lounge,Fruity,3,3,4,1,3,5,1,1,3,46.9,6.0
35,Female,SG,1787,7.1,7.1,16.6,Vape lounge,"Menthol/Fresh,Tobacco",1,5,4,0,2,3,1,1,10,75.04,3.0
29,Male,FR,1212,0.9,2.2,6.1,Online-direct,Dessert,5,4,5,1,4,5,2,4,3,29.26,6.0
33,Female,FR,1620,1.8,4.7,13.8,Retail shop,Dessert,4,3,2,0,5,1,1,5,6,42.64,10.0
23,Male,PH,2072,6.8,9.4,16.1,Friends,"Fruity,Other",3,3,2,1,4,2,3,3,10,64.13,7.0
27,Male,AE,1417,2.4,5.4,15.4,Vape lounge,"Menthol/Fresh,Tobacco,Beverage",4,5,5,1,4,5,1,5,6,46.55,5.0
36,Prefer not to say,CA,2391,8.1,10.1,17.6,Retail shop,Tobacco,5,5,4,0,2,3,3,1,10,76.53,7.0
27,Male,AE,2223,7.8,8.8,18.6,Online-direct,"Dessert,Other",5,1,4,1,4,3,3,5,10,66.71,9.0
44,Male,AU,2998,1.9,5.1,18.1,Retail shop,"Other,Menthol/Fresh,Beverage",2,5,4,0,4,5,3,5,6,78.02,8.0
27,Male,US,2247,2.6,5.4,10.6,Online-direct,Spice,5,3,3,0,3,3,1,2,6,54.49,6.0
32,Female,FR,3071,0.8,4.8,16.2,Online-direct,Menthol/Fresh,1,5,4,0,3,4,2,1,6,76.13,3.0
37,Female,GB,2064,14.0,15.9,21.6,Online-direct,"Dessert,Other",5,3,3,1,4,3,2,2,15+,90.88,7.0
19,Female,AE,1172,1.0,1.0,11.0,Online-direct,Tobacco,3,3,3,0,3,4,1,4,3,26.63,4.0
18,Female,IN,1232,4.6,3.7,13.3,Online-direct,"Beverage,Tobacco",4,3,5,0,3,5,1,2,3,46.49,3.0
18,Male,GB,1728,1.1,3.5,15.3,Online-direct,Tobacco,3,3,2,0,3,2,1,1,3,31.78,9.0
40,Female,AE,2188,1.1,4.3,15.2,Online-direct,Menthol/Fresh,3,5,1,1,4,1,2,3,6,77.17,10.0
26,Female,IN,372,0.3,3.0,19.2,Retail shop,"Tobacco,Fruity",4,3,3,1,4,3,2,4,3,15.0,10.0
50,Male,US,4392,2.5,4.7,14.6,Retail shop,"Fruity,Tobacco,Beverage",5,4,2,1,4,3,2,3,6,69.6,6.0
25,Male,FR,1582,0.8,1.4,8.3,Vape lounge,Tobacco,2,5,4,0,3,4,1,3,3,29.33,7.0
31,Non-binary/Other,SG,2422,0.5,1.0,15.6,Retail shop,"Dessert,Other",4,5,2,1,5,2,2,5,3,58.97,10.0
42,Female,SG,2881,0.8,4.4,16.1,Retail shop,"Beverage,Menthol/Fresh",1,5,5,1,5,4,2,5,6,88.13,8.0
46,Female,AE,3150,0.9,3.6,18.0,Online-direct,"Fruity,Other,Menthol/Fresh",5,5,2,0,3,1,1,1,3,52.11,9.0
46,Female,FR,3058,2.1,4.6,14.0,Online-direct,Tobacco,5,5,5,1,5,5,1,4,6,59.7,5.0
40,Male,AE,3705,1.5,2.2,5.7,Online-direct,"Beverage,Spice,Tobacco",3,2,2,0,1,2,1,1,3,60.31,4.0
38,Female,US,3035,0.2,1.8,23.0,Vape lounge,Menthol/Fresh,3,5,1,0,3,1,3,1,3,54.11,7.0
35,Male,IN,3895,2.3,5.4,12.4,Retail shop,"Beverage,Fruity,Spice",3,1,3,1,5,4,1,5,6,99.63,8.0
36,Male,FR,2024,4.6,8.0,12.2,Online-direct,"Tobacco,Dessert,Menthol/Fresh",5,5,3,0,3,3,1,3,10,68.84,6.0
26,Female,GB,1708,2.6,5.4,19.0,Retail shop,"Spice,Menthol/Fresh,Tobacco",3,5,4,1,4,3,1,4,6,61.52,9.0
23,Male,IN,880,11.0,16.1,21.4,Online-direct,"Menthol/Fresh,Fruity,Tobacco",3,4,4,0,3,4,3,1,15+,95.12,7.0
30,Female,GB,2766,0.3,2.4,10.4,Online-direct,"Fruity,Beverage,Spice",2,5,5,0,5,5,1,5,3,55.22,9.0
29,Male,GB,1017,5.2,10.1,20.7,Online-direct,"Dessert,Menthol/Fresh,Beverage",4,4,5,1,5,4,1,5,10,61.49,7.0
26,Male,US,1529,2.1,5.4,14.7,Online-direct,"Menthol/Fresh,Fruity,Tobacco",4,4,3,0,3,4,2,4,6,54.16,7.0
36,Male,CA,2087,2.2,5.4,13.6,Online-direct,"Beverage,Tobacco",5,5,3,1,3,4,2,4,6,54.35,5.0
38,Male,CA,2984,2.2,6.6,24.5,Other,"Other,Beverage,Menthol/Fresh",5,4,3,0,5,4,1,4,6,75.08,7.0
31,Male,FR,2523,1.2,3.3,12.7,Retail shop,Other,4,4,2,0,5,3,2,4,3,30.09,10.0
42,Male,AU,2351,1.2,3.7,9.2,Retail shop,"Beverage,Spice",5,3,3,1,4,2,1,4,3,43.26,10.0
21,Non-binary/Other,DE,1394,3.0,4.2,19.1,Retail shop,"Beverage,Fruity",1,2,5,1,4,5,2,5,6,45.04,7.0
28,Male,CA,2134,0.1,4.5,10.9,Online-direct,"Dessert,Fruity,Tobacco",5,4,3,1,3,3,1,4,6,61.19,8.0
24,Male,FR,2652,2.7,6.2,15.7,Other,"Menthol/Fresh,Other",3,4,4,0,1,5,3,1,6,47.15,4.0
18,Male,GB,1544,3.9,8.5,14.0,Other,Beverage,3,4,5,0,5,4,2,3,10,72.84,7.0
29,Female,SG,1718,1.3,4.6,15.7,Retail shop,"Menthol/Fresh,Dessert",5,5,2,0,3,1,1,4,6,62.37,6.0
29,Male,CA,3011,0.7,5.4,15.6,Online-direct,Dessert,5,5,4,1,4,4,1,4,6,62.31,6.0
42,Female,US,3794,0.7,2.6,12.5,Vape lounge,"Beverage,Other",3,5,4,0,1,5,1,1,3,58.6,7.0
35,Female,FR,1868,0.3,4.8,15.6,Online-direct,"Tobacco,Beverage,Fruity",4,3,4,0,4,5,2,3,6,49.6,6.0
22,Male,DE,1685,0.3,2.7,16.8,Retail shop,"Fruity,Other,Dessert",5,4,2,0,3,3,2,4,3,30.87,7.0
45,Male,AE,3226,0.5,3.5,17.0,Online-direct,"Spice,Menthol/Fresh,Tobacco",4,5,4,0,2,3,3,1,3,62.98,2.0
